order_id,payment_type,payment_installments,payment_value,payment_count_sum,payment_method
1807cc736321f14baa58ef39cf6e5989,credit_card,4,91.66,1,0
e8977f709bbb0367f51b589e6325f991,credit_card,1,132.51,1,0
2e2c60b99754ae1e4d8b18846cfec9f2,credit_card,4,542.66,1,0
1ffb3c1929b16d9c1aec1958e11b3e9b,boleto,1,166.04,1,0
95442deb81a5d91c97c0df96b431634a,boleto,1,368.98,1,0
10af96a0689260134307879127ac1952,credit_card,2,113.2,1,0
85eef2d342b0de363c45c1bc324729c5,credit_card,3,99.43,1,0
aa964845f1de8125410aea8b73e9e1ec,credit_card,2,27.35,1,0
343348b1e29e9fa9e7b6ab1027f9177d,credit_card,4,43.77,1,0
ad4098a257676ea4d394fb3bbbf36ca3,credit_card,2,68.49,1,0
3e0c3cab458e8b3cc8d1d38ecb7e7775,credit_card,2,105.53,1,0
3ab4eea6776259ae8dfbabaeffece352,credit_card,8,387.8,1,0
10d9871bed9fb8d0887d3b9022edd1ff,boleto,1,84.14,1,0
c108072ab31ec90a754129c171577f5f,credit_card,4,210.82,1,0
fc662bafa52d2ef16078f6f6141009d6,boleto,1,90.05,1,0
4217849b1ff18a9270fe048eabc4dc45,credit_card,1,67.88,1,0
795c16acb4e3c30dfa5b6827727ef488,credit_card,2,37.58,1,0
55e2d723733c45033e71cb4d44690234,boleto,1,89.63,1,0
947e9c6bfd83a06953c420ef92d3da6e,voucher,1,69.46,0,0
60e43c5f5ba559d9dd19357ed72cb2f2,credit_card,2,78.3,1,0
e3e9e3295f4e1512167c232a0aaae8a5,voucher,1,50.8,0,0
460d57443ffdcaeba240360239747cf7,credit_card,1,34.0,1,0
4cb51127f19f7254b320efe1718477dd,boleto,1,77.1,1,0
110d9355d6338eab0a65a0cacdde5434,credit_card,5,566.4,1,0
42f5954cda381bd032934ee38c453711,credit_card,8,402.42,1,0
3689194c14ad4e2e7361ebd1df0e77b0,voucher,1,57.53,0,0
97c111c4f22dfa1089a9c0b5338dcc79,credit_card,3,44.01,1,0
4b2d035932915aa9c2a0d4d84cd6d3b0,credit_card,3,187.51,1,0
e1b4ee0e390fbac1dec439d72b45a115,credit_card,3,77.7,1,0
fee72a68ce935ebf2939fe72f27d3d9b,credit_card,1,48.68,1,0
4d3bfdf4c7d6578ea445d588371ae10e,credit_card,1,77.29,1,0
4c2e1a95586c815795a324d1599e7b5a,credit_card,8,117.71,1,0
c9f23db8a1cb725df9bdb3383bd72b38,credit_card,3,169.34,1,0
8e47a04b25d7a7075064e8e0bd2e0318,credit_card,1,37.61,1,0
723e462ce1ee50e024887c0b403130f3,credit_card,1,13.8,1,0
fa2ea4b6e84c1c0fc4f3a6d468c55183,debit_card,1,227.12,1,0
fb1a2a1296f822405a946cbdfc0d3ed6,credit_card,3,34.78,1,0
198298d54f269d8c5fe89e85a859af61,credit_card,10,342.56,1,0
b19ca559688b49e8cf7f88c1aa3f0009,credit_card,7,73.34,1,0
5be8d4719fe2e3669e2d07dddf3b6b0c,credit_card,4,117.85,1,0
4a02e985c7239d866a632f07ed20d9c0,credit_card,1,48.62,1,0
3e17eef8a8bd0131c7aed90d7508799e,credit_card,1,53.99,1,0
f8d323a2702fed37f0229965f7e9f8b3,credit_card,1,51.14,1,0
de4090fd9b7900d46323b0c7c36b7128,credit_card,2,121.45,1,0
17e5131fe1d4b1a8dc14d4a66914f9d7,credit_card,1,73.34,1,0
20f136d890c31a62486c809f91a5b098,credit_card,10,117.68,1,0
557cc2675910c4a6c9b54ad276f25097,credit_card,1,56.77,1,0
d60a89ab9bc1e68834465ae630c3343e,credit_card,2,115.59,1,0
3ba2d0012b1f34bc6ccbc31c4ba69f93,credit_card,6,60.07,1,0
d46f45b0d795bcf47a19d301710e63fe,credit_card,1,27.27,1,0
96de2b7f7f3c401fbee3eef068376da6,boleto,1,32.15,1,0
f9d5bfb53147f381e81b89a848e26b16,credit_card,3,195.71,1,0
21b8b46679ea6482cbf911d960490048,voucher,1,43.12,0,0
e6670c9089973cc68e5b90b7d1f4fec4,credit_card,1,88.49,1,0
85a4fbdba48c815924115fb82330071c,credit_card,3,34.09,1,0
35525be13c4af8acae0bb6d13c27110d,credit_card,1,40.99,1,0
46ee6eaca194413758f200a6974b7e4d,credit_card,3,71.99,1,0
f49cd89d6dad6dd5759ecf15dfe4bb19,boleto,1,47.0,1,0
9acd1ccfbc6445c0cad9ee9ddb48054c,credit_card,3,81.78,1,0
83f24bbc4f76a2730ba9c9cfa32e6d07,credit_card,3,231.45,1,0
0b65284a1a74114ea029b7676fdc1ba3,credit_card,7,144.2,1,0
cf61ad2218e5c14397e7c0ba7a6a50f9,debit_card,1,35.14,1,0
243312dbb316253ab77bb0140d94803c,credit_card,10,285.79,1,0
8973a53fcad22a79e0ff315e7f9a0fd9,credit_card,2,176.7,1,0
f090de1b2ed9f4e251662cb31e3c7127,credit_card,2,27.63,1,0
2ccde1e4676c20b9444e2bcbed36334c,credit_card,8,134.56,1,0
0f4b5614da144989e2acc5291af24357,credit_card,4,96.98,1,0
1d92d2ce1ae2e0510b5ce50c5be578c6,credit_card,2,110.03,1,0
a490a5d59a9bf4ef3334bfd7cf1dbdfc,credit_card,1,17.78,1,0
60ead11db6b36221fe1424e330883a9a,credit_card,1,44.0,1,0
c51dcdd98e1c413f3d394ffcb4656ed1,credit_card,4,110.11,1,0
ea9184ad433a404df1d72fa0a8764232,voucher,1,22.49,0,0
8f936fb77c720ab9ccd618af38c885cc,credit_card,4,46.63,1,0
0fba53cb4e9429e38cd2750c32fa24a5,boleto,1,52.21,1,0
cdaa116d3c2521b4b6976043508d0943,credit_card,2,61.77,1,0
68d7420c86be23f313c81a554320f986,boleto,1,121.88,1,0
a5f860aaf6a3c35399495aefe92d363f,credit_card,1,75.75,1,0
f51e3c7f79d1e2c076acbb6af1588b95,credit_card,1,130.22,1,0
9184724aacd6a7da5bcf4c08c2c674a8,credit_card,3,57.53,1,0
8bdc559b124e47eb71b5d1be8d6675e4,credit_card,7,76.02,1,0
49d3db2a02106c24d6ef800bd8ad5546,boleto,1,90.17,1,0
c604ad5f1e0d0bcf9977cf46d1d72303,credit_card,1,31.0,1,0
859980aae511377b7230f72d90bfc580,credit_card,10,106.77,1,0
e2cd740333fe4585ead5c50c61edb6a5,voucher,1,163.25,0,0
55779fa8fe072d9f8c92d672154558f2,boleto,1,233.66,1,0
99bc267f49d76932cd195bfb2a94dd03,credit_card,1,163.08,1,0
0c99132c4ff916416ba8f74c378f1cbc,credit_card,4,135.93,1,0
66a4fa2d40fed98c34ced62496fdb1e7,credit_card,1,267.05,1,0
db43c1a570e28fe9da60a444e3616a2b,credit_card,7,186.72,1,0
82ffe097d8ddbf319a523b9bbe7725d5,voucher,1,30.0,0,0
f75666bf6c9e09f6b3f4bcd797b57a3c,credit_card,4,97.28,1,0
5e5d1342989d05440629e2162fa52d07,credit_card,1,48.61,1,0
14d9794bbb53614d12cc2df6a045f82b,boleto,1,116.7,1,0
a8c012ba7d95bd2d15f666681f19c146,credit_card,1,41.42,1,0
31f8013402a0749b3ab433b1aee11754,boleto,1,42.19,1,0
4f99d1a7b0d2308edf45baa6997ac961,credit_card,6,125.53,1,0
ca8f94a99a8120c559e416275a535066,credit_card,5,92.76,1,0
9bdcb4559b75d21a22fcd868d9e5dfec,credit_card,8,348.02,1,0
96cc8c42014ddb42a775da9a45ae3f76,credit_card,2,203.3,1,0
87f003dca70d4d22518366caf041e845,credit_card,3,44.35,1,0
f244841f5a461472de8de82f023b1371,credit_card,10,116.05,1,0
3597f6476c27b4e1cc2f58588116f8f5,boleto,1,85.14,1,0
242e24b7eaa9f48cde9d679f8591124d,credit_card,4,236.66,1,0
18259631aab7299bf25f83f5eac4c8d1,credit_card,4,220.3,1,0
14c0c0bebe2cd50fb1dbdee84fbae03a,credit_card,1,180.55,1,0
3b697a20d9e427646d92567910af6d57,boleto,1,45.46,1,0
55c0b6b41ce482c3f77407ef43fc6bad,boleto,1,26.08,1,0
53035288acc866ee15423b4293722b46,credit_card,1,375.74,1,0
845af9472cc76e66fbf445931b511755,credit_card,5,123.41,1,0
953b6636ab2347a8ba37a16770db47f9,credit_card,10,379.07,1,0
886b114d034f4ac1d39d964c1b2a8182,credit_card,10,2027.16,1,0
c61e3efc183db6b89f5556efb5aa8797,credit_card,1,45.5,1,0
2d1d5777f29a8ee6593cf90b85afb5b6,credit_card,1,91.17,1,0
aa600269bffea363cca75ad2d1908903,boleto,1,93.26,1,0
487c1451b8fd7347d0e80e5aca887e91,voucher,1,30.0,0,0
0a9716da94d89975e6637874280aadad,credit_card,10,165.96,1,0
65c863d90026e9dd4888e28d2135c983,voucher,1,50.0,0,0
62d9b911d7c56cf455f660eecb8ddd3a,credit_card,10,1002.73,1,0
279cc62fe9c5a9e6a7ad5a7536560944,boleto,1,116.56,1,0
e6ed38386107802a72ec8197195f79a7,credit_card,2,240.52,1,0
4a4ed9ed7922304a569ed850baba99c6,credit_card,3,33.13,1,0
3f5a1c29c5881cc9902ed702efbdde45,credit_card,1,213.9,1,0
1594012ccc1b0770373ce691d697e5ae,credit_card,8,362.17,1,0
2fe14af1d4563c0e76f382bc63c9a245,credit_card,2,88.72,1,0
bc3d816db1aa7215dbde5b1b00d3d32b,credit_card,2,46.85,1,0
67c8c2016ddabf0059783eb44e921f99,boleto,1,68.54,1,0
07d13d352c85dfbfa60dc56dea818335,boleto,1,32.62,1,0
b545ba7b0bd67a3128185c7214704319,credit_card,8,340.08,1,0
9d8065ae4c6f5725ee052d02ab00f64e,boleto,1,82.06,1,0
d9d104af1ea99e0b7f6b0644eedc74d0,credit_card,1,40.95,1,0
9e59025992bd64bc26551391ed44a450,credit_card,3,67.01,1,0
591083bc42b589c7052118aa83118e76,voucher,1,20.0,0,0
79b63d1f9cf0257b33b04fbfb0847cba,voucher,1,76.9,0,0
7327c30a5230ce07bc2c7a695d553a00,credit_card,4,40.27,1,0
3b9e43d6eba694f8a29c11ee67a04f2c,credit_card,8,242.1,1,0
1e6d912e4c63965bb9eccf0cc765fc24,boleto,1,207.24,1,0
57e4fc8f20507381b3f7abbe4e2ccda3,credit_card,2,215.56,1,0
d4fdb2be174c84a6409a3968c55b01c5,credit_card,1,39.92,1,0
e1b6234c322ab01a32771bf57c597043,credit_card,8,156.09,1,0
03afb3c10af52ddfa3c33b9881bf43f8,credit_card,2,131.5,1,0
c1b770015e27aaf2b475026989d04fe0,boleto,1,137.73,1,0
1a9b986cfe31ed59c5a6c00287db7e74,credit_card,1,31.75,1,0
66f249e4d7ab2f3872de7bd6d74719dd,credit_card,8,348.77,1,0
c79bdf061e22288609201ec60deb42fb,credit_card,1,12.22,1,0
648b4f683ccf074ebe65a73c8096dd18,credit_card,4,139.87,1,0
02951078a21a2d9341ea16089a4d5031,credit_card,12,257.1,1,0
afd0dbbab8e90d099aaccdd8ed7d5f26,credit_card,3,269.46,1,0
2ad6c6594bf0917a25ff8b8918d4b7b0,credit_card,1,40.0,1,0
774359a2a8b6be829653bae9390a0dd0,credit_card,10,350.09,1,0
332c6742772f2df936696b6512b10edb,credit_card,6,134.55,1,0
c385c0eba07c858dd60ffe00a60dda64,credit_card,3,112.73,1,0
d087b8e096ca051f548e29b324272834,boleto,1,72.05,1,0
5262eaeb971616ffef822379ed91896f,credit_card,1,0.67,1,0
52636dd3c039f62169b0eb724af63047,credit_card,2,77.77,1,0
aa7c35fd606f4275e267e859c6a84d0f,credit_card,2,26.68,1,0
caca64f71d73695719939294fa88c791,credit_card,1,371.42,1,0
fd1ddfeca967b94315642dfe5c7545f7,credit_card,6,225.71,1,0
fa12564d7462c9a851c79c301bcb97de,credit_card,3,103.79,1,0
9c96fac210f67f329b80d898001fee09,boleto,1,65.0,1,0
85e710051891004eca4f527adcadd0c3,voucher,1,69.8,0,0
11978d520d85578c9f024b99ac1a87ef,voucher,1,20.09,0,0
9062b998bfc2521b3978b34034ba6e1e,credit_card,1,125.41,1,0
31be75ffd0c4b58ca777e72cd2352b14,boleto,1,95.99,1,0
999d0185fdc3859e118a76c1e7d8dfe4,credit_card,2,25.33,1,0
6cdb86865449a92089579ea715e1c1d1,credit_card,1,52.57,1,0
50bf77081d0fdd2e57dcff0acf8fefeb,credit_card,2,145.58,1,0
d121cbcb7091fbd55ad0344e0f045982,credit_card,3,49.7,1,0
37fc44460574b368fe7933c6ae98f224,credit_card,1,47.43,1,0
3fff175860497ca456d60c90b1f2b797,credit_card,2,168.57,1,0
ae1126b6891f58552443772c80b1f562,credit_card,1,133.81,1,0
d56564f21e612a588607e9ffb39b9d21,voucher,1,1.23,0,0
068176c8a0550b07cddf7e05c8d55319,boleto,1,123.82,1,0
9488305b52042a978d3bf78cf94bcd54,credit_card,3,283.66,1,0
7a1ba14765ea354929894e667c06f386,credit_card,1,89.88,1,0
4b5648d8399ea47a4c323499045aaefc,boleto,1,32.38,1,0
52b5d339bbba7bd8f18ca836ab540227,credit_card,1,43.08,1,0
3a1a92434eae60a4f44ad7ebef65c3e7,credit_card,1,254.58,1,0
dc400373e624e9b0435847a79813c658,voucher,1,48.91,0,0
9f1cdc0e091b90e61836ddc009a60ef2,credit_card,4,48.22,1,0
d9952ada4955694cae66806b7d5ac6ca,credit_card,6,67.58,1,0
251d586514cbf0cace61e03c54a7bf1c,credit_card,10,311.18,1,0
0435b65bfd0a1cd1c48a82f5b405ea78,credit_card,4,154.14,1,0
6644170ea0130942cfb3064dce01004a,credit_card,2,333.68,1,0
7c3e71109e904d8e0c8d034456f87eca,boleto,1,404.88,1,0
881206af1a6a9cd34119b99782759dd4,boleto,1,44.77,1,0
f86d7bc39aab05299691322044b63bb2,voucher,1,1302.42,0,0
5f082a502d1fd6f19d32897c2c2cbcec,credit_card,10,645.8,1,0
27a7ac440630f9de788e4d66e72c6424,credit_card,1,186.39,1,0
cc1cc1d6081f7f07a16cc1a3e4ba0b78,credit_card,10,208.41,1,0
76b8568803f110a59ece4167463a4a7e,debit_card,1,76.39,1,0
51e88bc351dd268bb9c9e78d263c4a06,credit_card,2,67.42,1,0
a5b431090739891ac76875d9ad9bff23,credit_card,4,232.05,1,0
ad62ce74c314772d34c956d73fb305f3,boleto,1,69.33,1,0
a669137c06cc23b7962d63be3a2ad6d1,credit_card,3,641.2,1,0
da46439d7d06cf02cb44d0908ecc3575,boleto,1,41.86,1,0
d24e8541128cea179a11a65176e0a96f,voucher,1,50.0,0,0
1c67e99dc37224bf3ad220ae2368c068,credit_card,1,106.96,1,0
4ff8e28200e5a7a50b448cfaaf1f8ed3,credit_card,10,2288.31,1,0
33ebbe6b176d53190194b5b05cf69330,boleto,1,69.9,1,0
2176f1406c11f07dcdea94931730770d,boleto,1,88.08,1,0
08935d5052c6414b1960eb67796d01f5,credit_card,4,117.39,1,0
f553b61e2a7f6dc62c5f8de4ffb4a031,debit_card,1,194.91,1,0
1966886b80f14d0588adf6406afb0026,debit_card,1,68.89,1,0
f6ed483455295c6e7544f141244cd981,credit_card,2,151.51,1,0
bf951e41c5adb873b7fdcc1e83b406bf,credit_card,1,54.85,1,0
32d8aa395f9c9f357e1e3f7b214b9082,credit_card,1,103.68,1,0
b798fc527c548bfa5f069b5b29195275,debit_card,1,225.63,1,0
6c936253ed9ab81f5293da5081ba8a9a,boleto,1,39.6,1,0
dcec2b3be8c3d53056fe63381b2a6cfe,credit_card,10,159.18,1,0
90eaac01afdf4e531a70ad869e092c75,credit_card,1,234.43,1,0
a04639b53f2cbd1f77b63ed44168566e,boleto,1,44.83,1,0
97e8d3eb8f48e3610beed991e5f32296,credit_card,4,205.44,1,0
7cb79316d2abe37e16ec83a07afb2895,credit_card,1,13.55,1,0
7250e10eca3d7f71a091ac5752d3228f,credit_card,1,221.96,1,0
cf8ace9395d2ee06b4b513df8ba682b3,credit_card,1,52.38,1,0
101fa9bbc869f267953a48b0f659dc62,credit_card,9,131.47,1,0
24abd231b3f48073eb9bc660b3eea5fd,credit_card,2,38.06,1,0
bedff73fa5a137527ba9314cac93b7b3,voucher,1,35.0,0,0
808c4b75909ba91f23c1ef928f396822,credit_card,3,143.65,1,0
c1310d06e793969c9dfc72a433db577f,credit_card,3,86.73,1,0
9144181fd06902570ce9c34860652f55,credit_card,5,118.35,1,0
d189b98b9c4f5325db664c5455fe927c,credit_card,1,341.58,1,0
2e2dd1119ebf597a9c05d80b5d6eeace,credit_card,2,105.42,1,0
7354aed5e2d142803a8121059f1e9324,credit_card,4,68.16,1,0
ab85e3c92c828eb802fd91345e45d92e,credit_card,10,357.97,1,0
b80ba0f0c3d2a63feac0116f533cc6a9,voucher,1,2.99,0,0
f0d8a84693b073fa90c69667c924ff8f,boleto,1,92.57,1,0
35bf7f86bc7add201e5b6573052157f0,credit_card,2,68.35,1,0
56ba89857b4e6eb192108f310a81163b,credit_card,13,197.23,1,0
0f67e615d797da223ac5601b9b08b180,credit_card,3,153.67,1,0
440a666da55232dbd02bb270c7ac7d8c,credit_card,3,46.43,1,0
57bfb7a49bcdecb20d9dbb778d7d7590,credit_card,4,102.03,1,0
f6eb6190398bfb32871584bd111dec04,credit_card,5,119.45,1,0
6b58f3523e45f9838f702acbc21e2f51,credit_card,1,44.23,1,0
210a5f61a6a19892f81bb269863f4742,credit_card,1,67.5,1,0
009ac365164f8e06f59d18a08045f6c4,voucher,1,8.75,0,0
f1b7c83171b22e2babd61eb8501d58d5,credit_card,2,44.27,1,0
bb2d7e3141540afc268df7ef6580fc75,credit_card,1,37.15,1,0
1f31fc163d36ff823c54a14e947b5bc8,credit_card,2,114.13,1,0
d4c46523b1239f182b74fb0ea1c27f32,credit_card,1,396.97,1,0
88857d91dc3370190060f4b06041e708,credit_card,10,185.85,1,0
73596e67516934a7fe64cc6ca6d75545,credit_card,3,62.11,1,0
e9da0d015d8dbc78a000c0b78cc87728,credit_card,2,25.23,1,0
e6f98f32bf5e724269a5e9cb2529f2e3,credit_card,5,153.22,1,0
acd76a8508680cbb5d4c04707be03f87,debit_card,1,145.01,1,0
aeb81ccabe4f164a26e763cd5b07fd99,boleto,1,70.89,1,0
d51cbac21a49941976292ba004bf4165,credit_card,6,114.34,1,0
edb14cad806f8ea19a08ed06c26726a2,credit_card,2,31.38,1,0
6225c94031a1e372349fa17f1891317d,credit_card,5,256.5,1,0
c8e19a0edcf6fd34024a2f7fe5f85ef8,boleto,1,341.4,1,0
984c8458b4e17a487d85b16c9ce0f00c,credit_card,1,143.99,1,0
29aefbcf33949b65e5303167977e0362,voucher,1,84.88,0,0
ec5cf2317f5141a62836da8e71586eb6,credit_card,8,232.27,1,0
3ba1ccc3882bd7df61ee5030f44ec1d2,credit_card,5,194.0,1,0
5b2f1ff03b77977af4258e7cfc2ec799,credit_card,1,260.57,1,0
490f30e8fa50cb3ef01058c9ab43048d,credit_card,1,49.59,1,0
191a21c0a0934fdb7dcd56c6b28a8682,credit_card,3,196.55,1,0
a23c7a7d06f1f8e9f6e45f934c7e106b,boleto,1,245.94,1,0
621b8e90f6fd06a792af8bdbbaf64a92,voucher,1,72.42,0,0
e4fe84926e03b0030e643318464be6a7,credit_card,2,217.15,1,0
4801b9cf238c2c9098bd66a5f092c2da,credit_card,4,152.28,1,0
37c755c6df4b61c5b4cc40361ae57588,credit_card,3,72.34,1,0
d232a4685c8ddfc98307d91978aebfa5,credit_card,5,128.95,1,0
2d5b43766328f55157cae1e85e1dd475,credit_card,1,56.85,1,0
07a26b88cc90e93f5c9401de11a60793,credit_card,1,20.29,1,0
ce7cf6dd8f80dfb98716950ae40eca59,boleto,1,171.75,1,0
bf5099786cc9dcd17a4961c9406fb3f3,credit_card,1,85.82,1,0
4cc95216e51190048472a2baf6fa53ee,boleto,1,56.05,1,0
1c859fbb6e7f238f3f6134628b845f3a,boleto,1,26.09,1,0
5eca2113141f2c0e048b11bdcb7a0371,credit_card,1,41.17,1,0
ada812c7806382c3085a5f5024bc17ca,boleto,1,37.25,1,0
ad2e046d1a59ee49ddf9ae258360b81b,credit_card,5,135.13,1,0
9027f38fa8afb91a7ad77fd92abf97a1,credit_card,5,477.45,1,0
cd82b3b68f4843cceb338d860b8aa006,credit_card,2,440.12,1,0
6c721c8ce1b433e68655575af4955976,credit_card,1,67.7,1,0
e199c3b74cd391568e7c99aa28b0f274,boleto,1,168.51,1,0
94a71bedec852e752e86d530d03d6061,boleto,1,31.86,1,0
64d6282bba1a1c015acbdcacca391253,boleto,1,40.87,1,0
49f62326ab0dc444db19abf56861df10,credit_card,10,109.59,1,0
0e2b7e9ea88624cc24fe978983190dea,credit_card,3,206.87,1,0
cfae1e992eeb0f51ba0de3ddb87b33da,credit_card,1,134.38,1,0
99396be04e138247e9fc0528a62e0919,credit_card,1,56.06,1,0
c776863a93dc0740c6e7d78104b21413,credit_card,3,264.08,1,0
ff2debba53c9c8185f517f7b3a936aed,credit_card,10,240.77,1,0
7cf01fbc143d74367eedc9b9f8fbf437,credit_card,2,91.72,1,0
c8ea1ac95f4f994f94fb57e99dcca985,credit_card,4,49.01,1,0
c24a00c414738de9ee6121f179ebba9c,boleto,1,107.87,1,0
cee90a4ed9adb7e720e6007bcc43e4e3,credit_card,3,62.01,1,0
ddc5ef5f86c69f1a29ff3e05e3fc54ab,credit_card,1,36.69,1,0
dd691e4f12c592067339680ffc3dd443,credit_card,3,35.0,1,0
a144da15ca9cb1ebccf012a14736c54d,credit_card,8,256.37,1,0
ce70855bb79f7086da0e4974f7324ac1,credit_card,1,47.84,1,0
8f4be74e60d163c72a59ba577a642d70,credit_card,5,125.87,1,0
f26bbe1ba1d50321617831285d0fe62c,credit_card,1,42.39,1,0
7246a71d326111872bfdfd34f495dc4f,credit_card,5,117.53,1,0
e65f1eeee1f52024ad1dcd03447f7482,credit_card,1,43.28,1,0
d2ebd7492d92dfb6a5737ba33a58f920,credit_card,4,144.54,1,0
8e6df87600aae0285919b5529f7f0bfd,boleto,1,126.48,1,0
b45255a6696ebb8f53915a109a16458a,credit_card,4,125.29,1,0
bfc9f97fc7ddacf8a3c33c4b2bd15a93,credit_card,2,229.74,1,0
9d4fe519c77c087d5a1bd73637c5c6bf,credit_card,1,124.6,1,0
fb6343faebbbee8c21d59d4ae59477a8,boleto,1,143.86,1,0
2df8ef770ee7c12291ed7811f4f414c5,voucher,1,56.89,0,0
75450feecb51c39e54f4bd4c74b867e5,boleto,1,46.78,1,0
d3f44296d90a42d3ec4b52b18654e87a,voucher,1,3.98,0,0
87b8f9f472fb04cdbf53fb55a3591b5f,credit_card,3,72.66,1,0
9a8743fed3cc7a477eb92cb0ca0e7d26,boleto,1,50.1,1,0
d0e9849de800fdb4cb3b5e6d42c6b367,boleto,1,85.79,1,0
838411338443a817cfb4c26f0f7a9c9a,boleto,1,63.7,1,0
ce6d150fb29ada17d2082f4847107665,credit_card,10,1586.47,1,0
bedae8df4e37a65ccbec319872296b89,credit_card,3,433.07,1,0
16b6123f7077419424bf89af74e2d054,credit_card,10,642.02,1,0
e147052b9ecc00bf938f9e8581944207,credit_card,4,263.95,1,0
18dc026cdb7d39abde1489c336528961,boleto,1,134.99,1,0
06ff6cb289c9f1d1ccacc6764874e3c2,credit_card,1,57.89,1,0
4436eb8a73f08dc5c4ba8b1e5b96d290,credit_card,1,383.99,1,0
dbdcb70ae949e4cce08f59bfa7e4604b,boleto,1,159.31,1,0
fff7c4452f050315db1b3f24d9df5fcd,credit_card,1,756.91,1,0
ed90ba41c41da31da8e891ff43a584d1,credit_card,7,156.22,1,0
0bdb173bda4bf7e4109fe707c309252a,credit_card,10,132.95,1,0
5b7c6dbea3e21dc6314451ed73907c0c,boleto,1,48.27,1,0
47d051e89cf6490245136694a26a4395,credit_card,5,107.35,1,0
0cd19e832fefb17664d1a294b90ad192,credit_card,10,110.2,1,0
9786fe4bfc559809a4bc1a58b72e2077,credit_card,8,368.92,1,0
0fe5bc7345e72628330234915ed373bd,boleto,1,106.85,1,0
817e8b5495d2b31da82dfe5a89aacdba,credit_card,8,281.5,1,0
22543080a0066963931832c0df11b2be,credit_card,2,54.25,1,0
